IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
1,62,2016,August,35,24,0,4,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,189,0,0,Canceled,2016-06-24
0,16,2015,October,41,9,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,274,0,Transient-Party,48,0,0,Check-Out,2015-10-11
0,5,2016,April,18,29,0,1,1,0,0,BB       ,PRT,Complementary,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,0,0,3,Check-Out,2016-04-30
1,289,2016,September,39,24,2,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,96,       NULL,0,Transient-Party,64,0,0,Canceled,2016-05-19
0,0,2016,October,44,26,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,63,1,1,Check-Out,2016-10-27
1,302,2017,May,19,9,0,4,2,0,0,HB       ,PRT,Groups,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,81,0,0,Canceled,2016-08-25
0,38,2016,March,13,24,0,3,2,1,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,3,No Deposit     ,240,       NULL,0,Transient,76.33,0,0,Check-Out,2016-03-27
0,56,2016,November,47,16,0,3,3,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,6,       NULL,0,Transient,44,0,0,Check-Out,2016-11-19
1,243,2015,September,36,4,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,1,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient-Party,110.7,0,1,Canceled,2015-07-29
0,194,2016,August,33,7,2,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,96,       NULL,0,Transient,97.4,0,1,Check-Out,2016-08-11
1,7,2016,July,29,11,1,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,126,0,0,Canceled,2016-07-05
0,182,2017,July,30,29,2,6,2,1,1,HB       ,ESP,Direct,Direct,0,0,0,C               ,C               ,2,No Deposit     ,250,       NULL,0,Transient,204.03,0,1,Check-Out,2017-08-06
0,0,2015,December,49,4,0,2,1,0,0,BB       ,DEU,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,38,0,0,Check-Out,2015-12-06
0,70,2017,February,8,22,0,4,3,0,0,BB       ,GBR,Corporate,Corporate,0,0,0,A               ,C               ,3,No Deposit     ,       NULL,405,0,Transient-Party,58,0,0,Check-Out,2017-02-26
1,101,2016,May,22,23,1,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,58,0,0,Canceled,2016-05-11
1,166,2016,August,34,15,2,5,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,0,No Deposit     ,250,       NULL,0,Transient,188.14,0,1,Canceled,2016-08-15
0,53,2016,August,35,22,1,5,3,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,C               ,E               ,0,No Deposit     ,196,       NULL,0,Transient,192,0,1,Check-Out,2016-08-28
1,121,2016,April,15,9,2,5,2,0,0,HB       ,GBR,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund     ,273,       NULL,0,Transient,72,0,0,Canceled,2016-01-14
1,29,2016,March,10,4,2,7,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,171,       NULL,0,Transient,55,0,0,Canceled,2016-03-03
1,58,2015,July,29,16,0,3,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,147,0,0,Canceled,2015-06-19
0,269,2017,August,34,24,4,13,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,40,       NULL,0,Contract,84.8,0,2,Check-Out,2017-09-10
1,261,2016,September,38,16,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,110,0,2,Canceled,2015-12-30
0,16,2017,January,3,18,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,1,0,2,A               ,D               ,1,No Deposit     ,       NULL,331,0,Transient,35,0,0,Check-Out,2017-01-19
1,292,2015,October,43,21,0,2,1,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,1,0,A               ,A               ,2,No Deposit     ,208,       NULL,0,Transient-Party,60,0,0,Canceled,2015-10-02
0,220,2016,June,24,11,2,5,2,0,0,HB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,171,       NULL,0,Transient,81,0,1,Check-Out,2016-06-18
0,4,2015,November,48,27,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,54,1,2,Check-Out,2015-11-29
0,6,2015,November,47,17,0,1,1,0,0,BB       ,PRT,Direct,Direct,1,0,1,A               ,A               ,1,No Deposit     ,       NULL,338,0,Transient,44,1,0,Check-Out,2015-11-18
0,96,2016,September,40,28,0,4,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,96,       NULL,0,Transient-Party,76,1,0,Check-Out,2016-10-02
1,14,2015,September,36,1,0,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,113,0,0,Canceled,2015-08-21
0,61,2016,April,15,4,1,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,68,0,1,Check-Out,2016-04-06
0,43,2015,August,35,25,2,8,2,2,0,BB       ,ROU,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,206.6,0,0,Check-Out,2015-09-04
1,33,2017,July,30,28,2,4,3,1,0,BB       ,ARE,Online TA,TA/TO,0,0,0,H               ,H               ,0,No Deposit     ,240,       NULL,0,Transient,315,0,0,Canceled,2017-07-01
1,40,2016,July,28,8,2,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,241,       NULL,0,Transient,154,0,0,Canceled,2016-06-05
1,30,2015,December,53,27,2,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,1,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,52,0,0,Canceled,2015-12-14
1,220,2016,July,27,1,2,6,2,0,0,HB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,240,       NULL,0,Transient,120,0,1,Canceled,2016-03-01
0,18,2017,March,12,21,0,1,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,65,0,2,Check-Out,2017-03-22
1,144,2017,March,11,14,4,14,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,C               ,1,No Deposit     ,440,       NULL,0,Transient-Party,62,0,0,Canceled,2017-01-10
1,183,2017,July,27,5,2,8,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,1,No Deposit     ,240,       NULL,0,Transient,148.5,0,1,Canceled,2017-04-08
0,0,2016,July,30,22,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,166,0,0,Check-Out,2016-07-23
0,11,2017,January,5,30,1,1,1,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,50,1,2,Check-Out,2017-02-01
0,137,2017,June,23,4,4,6,2,1,0,HB       ,GBR,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,241,       NULL,0,Transient,175.56,0,1,Check-Out,2017-06-14
1,33,2016,September,39,18,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,80,0,1,Canceled,2016-08-17
1,181,2015,August,32,6,2,5,2,0,0,HB       ,PRT,Online TA,TA/TO,0,1,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,164,0,1,Canceled,2015-02-10
0,27,2017,May,21,24,0,1,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,1,0,3,A               ,E               ,0,No Deposit     ,146,       NULL,0,Group,45,0,0,Check-Out,2017-05-25
1,102,2016,February,7,8,1,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,332,       NULL,0,Transient-Party,50,0,0,Canceled,2016-02-02
1,275,2015,October,41,4,2,0,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,26,0,A               ,A               ,0,Non Refund     ,208,       NULL,0,Transient,50,0,0,Canceled,2015-01-30
1,378,2016,November,45,1,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,248,       NULL,0,Transient,46,0,0,Canceled,2016-10-18
0,14,2017,February,6,6,1,1,3,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A               ,C               ,1,No Deposit     ,       NULL,507,4,Transient-Party,120,0,0,Check-Out,2017-02-08
0,214,2016,October,42,11,0,4,2,0,0,HB       ,RUS,Groups,Corporate,0,0,0,E               ,E               ,5,No Deposit     ,       NULL,       NULL,0,Transient-Party,81,0,0,Check-Out,2016-10-15
0,0,2016,October,45,30,1,0,2,0,0,BB       ,PRT,Direct,TA/TO,1,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,70,0,3,Check-Out,2016-10-31
1,105,2016,November,46,10,0,1,2,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,55.8,0,0,Canceled,2016-10-04
1,87,2015,August,34,17,3,7,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,147,       NULL,0,Transient,87.9,0,0,Canceled,2015-07-01
1,46,2017,January,1,3,0,3,2,1,0,BB       ,BRA,Direct,Direct,0,0,0,G               ,G               ,0,No Deposit     ,250,       NULL,0,Transient,79.8,0,0,Canceled,2016-12-23
1,20,2017,May,21,26,1,2,1,0,0,HB       ,ESP,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,127,0,1,Canceled,2017-05-12
0,96,2017,March,12,19,2,5,2,0,0,BB       ,DEU,Groups,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,177,       NULL,0,Transient-Party,34,0,0,Check-Out,2017-03-26
1,182,2017,March,9,1,8,22,2,2,0,HB       ,RUS,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,130,0,1,Canceled,2016-11-24
1,56,2015,November,46,11,0,4,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,53,0,1,Canceled,2015-09-22
1,186,2016,March,12,19,2,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,43.33,0,2,Canceled,2016-02-17
1,102,2017,May,22,28,2,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,410,       NULL,0,Transient,45.5,0,0,Canceled,2017-02-15
1,189,2017,July,31,31,2,5,2,0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,250,       NULL,0,Transient,129.48,0,1,Canceled,2017-03-06
0,111,2017,July,28,11,2,10,3,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,C               ,C               ,0,No Deposit     ,196,       NULL,0,Transient,202.5,0,0,Check-Out,2017-07-23
0,97,2015,July,30,21,0,2,3,1,0,BB       ,PRT,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit     ,250,       NULL,0,Transient,162,1,0,Check-Out,2015-07-23
0,14,2016,March,12,14,1,3,1,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,196,       NULL,0,Transient,39,0,0,Check-Out,2016-03-18
0,15,2017,March,13,30,2,6,2,0,0,Undefined,PRT,Corporate,Corporate,0,0,0,A               ,D               ,1,No Deposit     ,       NULL,523,0,Transient-Party,120,0,0,Check-Out,2017-04-07
1,87,2017,April,15,14,1,2,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,242,       NULL,0,Transient,76.67,0,1,Canceled,2017-04-04
1,224,2016,November,46,6,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,35.1,0,0,Canceled,2016-06-06
0,4,2016,January,3,15,0,2,2,0,0,HB       ,BRA,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,250,       NULL,0,Transient,73,0,1,Check-Out,2016-01-17
1,156,2016,August,32,5,2,5,3,0,1,BB       ,PRT,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit     ,       NULL,       NULL,0,Transient,187.7,0,1,Canceled,2016-07-28
0,1,2017,January,3,19,0,2,2,0,0,BB       ,FRA,Direct,TA/TO,0,0,0,D               ,D               ,1,No Deposit     ,       NULL,       NULL,0,Transient,62,1,0,Check-Out,2017-01-21
0,1,2015,October,42,11,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,76,0,1,Check-Out,2015-10-12
0,253,2017,April,17,23,2,5,1,0,0,HB       ,GBR,Groups,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,273,       NULL,0,Transient-Party,51.37,0,0,Check-Out,2017-04-30
0,0,2015,December,50,9,0,1,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,40,0,0,Check-Out,2015-12-10
1,138,2016,April,18,25,1,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,E               ,E               ,0,Non Refund     ,       NULL,       NULL,0,Transient,65,0,0,Canceled,2016-01-18
1,155,2016,June,25,17,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,99.64,0,2,Canceled,2016-06-17
1,12,2016,October,42,10,1,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,60,0,0,Canceled,2016-09-29
1,66,2015,December,53,31,0,2,2,0,0,HB       ,PRT,Direct,Direct,0,0,0,F               ,F               ,0,No Deposit     ,250,       NULL,0,Transient,270,0,0,Canceled,2015-10-27
0,200,2016,August,32,2,2,8,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,D               ,0,No Deposit     ,8,       NULL,0,Transient,126,0,0,Check-Out,2016-08-12
0,93,2016,October,43,22,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,69.71,0,2,Check-Out,2016-10-29
0,0,2016,December,51,14,0,2,2,0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,44,0,0,Check-Out,2016-12-16
1,81,2015,December,50,6,2,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,40.5,0,2,Canceled,2015-11-17
1,5,2017,February,8,20,1,1,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,48,0,0,Canceled,2017-02-15
0,13,2016,November,47,15,0,2,1,0,0,BB       ,PRT,Corporate,Corporate,1,1,2,A               ,A               ,0,No Deposit     ,       NULL,403,0,Transient,35,0,0,Check-Out,2016-11-17
0,39,2016,May,22,26,0,2,2,2,0,BB       ,BEL,Online TA,TA/TO,0,0,0,G               ,G               ,0,No Deposit     ,240,       NULL,0,Transient,135,0,0,Check-Out,2016-05-28
0,266,2015,September,39,24,2,4,2,0,0,BB       ,IRL,Offline TA/TO,TA/TO,0,0,0,A               ,C               ,1,No Deposit     ,201,       NULL,0,Transient-Party,36,0,0,Check-Out,2015-09-30
0,0,2016,March,13,22,0,2,1,0,0,BB       ,NULL,Direct,Corporate,0,0,4,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,53,0,0,Check-Out,2016-03-24
1,94,2017,May,19,11,2,6,2,0,0,HB       ,FRA,Direct,Direct,0,0,0,D               ,D               ,1,No Deposit     ,250,       NULL,0,Transient,127,0,0,Canceled,2017-02-23
1,80,2015,August,33,15,2,3,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient,133,0,1,Canceled,2015-08-05
0,39,2016,October,45,30,2,3,2,0,0,HB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,6,       NULL,0,Transient,52.4,0,0,Check-Out,2016-11-04
1,130,2016,December,53,31,2,4,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,67.95,0,3,Canceled,2016-08-25
1,76,2016,November,49,29,0,2,2,0,0,BB       ,PRT,Groups,Corporate,0,0,0,E               ,E               ,0,No Deposit     ,       NULL,       NULL,0,Transient-Party,50,0,0,Canceled,2016-11-17
0,0,2017,January,3,17,0,1,1,0,0,BB       ,ESP,Direct,Direct,1,0,1,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,57,0,0,Check-Out,2017-01-18
0,0,2017,March,13,30,0,1,1,0,0,BB       ,PRT,Corporate,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,225,0,Transient,35,0,0,Check-Out,2017-03-31
0,21,2015,October,41,7,0,2,1,0,0,BB       ,NLD,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,47,0,1,Check-Out,2015-10-09
0,35,2016,April,17,22,1,2,2,1,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,D               ,2,No Deposit     ,       NULL,369,0,Transient,58,0,0,Check-Out,2016-04-25
0,159,2017,June,24,15,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,240,       NULL,0,Transient,110,0,1,Check-Out,2017-06-22
0,24,2015,October,43,22,0,3,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,E               ,G               ,0,No Deposit     ,240,       NULL,0,Transient-Party,82,1,2,Check-Out,2015-10-25
1,85,2015,July,27,1,0,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,82,0,1,Canceled,2015-05-06
1,155,2016,July,30,20,1,4,2,1,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,C               ,C               ,0,No Deposit     ,314,       NULL,0,Transient,133.2,0,0,Canceled,2016-03-22
1,67,2017,July,30,29,2,1,2,0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,225,0,1,Canceled,2017-07-01
0,85,2016,July,30,18,3,6,2,0,0,BB       ,AUT,Online TA,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,240,       NULL,0,Transient,165.56,0,2,Check-Out,2016-07-27
1,383,2016,October,41,6,1,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,315,       NULL,0,Transient-Party,48,0,0,Canceled,2016-03-04
0,44,2015,October,41,8,0,3,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Contract,50,0,0,Check-Out,2015-10-11
0,13,2016,April,16,16,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,75,0,1,Check-Out,2016-04-17
1,133,2016,October,44,23,2,3,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,58,0,1,Canceled,2016-06-29
1,3,2016,May,19,1,1,0,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,6,       NULL,0,Transient,70,0,0,No-Show,2016-05-01
0,203,2016,May,20,10,0,2,2,0,0,BB       ,FRA,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,248,       NULL,0,Transient-Party,46,0,0,Check-Out,2016-05-12
0,15,2015,July,31,31,0,2,2,0,0,BB       ,CHN,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,240,       NULL,0,Transient,173,0,2,Check-Out,2015-08-02
1,33,2015,November,45,1,1,0,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,1,A               ,A               ,0,No Deposit     ,       NULL,94,0,Transient,25,0,0,No-Show,2015-11-01
1,126,2016,October,44,29,2,5,2,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,41.29,0,0,Canceled,2016-07-25
0,89,2015,September,39,20,4,10,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,40,       NULL,0,Contract,110.43,0,0,Check-Out,2015-10-04
1,83,2017,May,18,3,0,4,2,0,0,HB       ,DEU,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,147,0,0,Canceled,2017-02-09
1,393,2016,October,41,8,2,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,68,       NULL,0,Transient,72,0,0,Canceled,2015-12-17
1,31,2016,March,11,12,1,1,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,375,       NULL,0,Transient-Party,25,0,0,Canceled,2016-03-02
1,6,2016,April,18,27,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,250,       NULL,0,Transient-Party,72,0,0,Canceled,2016-04-26
1,181,2017,March,9,1,6,19,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,440,       NULL,0,Transient-Party,58.6,0,0,Canceled,2016-12-07
0,129,2016,January,2,5,0,5,2,0,0,BB       ,MYS,Offline TA/TO,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,314,       NULL,0,Transient,40.32,0,1,Check-Out,2016-01-10
1,127,2017,July,29,22,2,3,3,0,0,Undefined,PRT,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,250,       NULL,0,Transient,289.5,0,0,Canceled,2017-03-21
0,132,2017,January,4,25,0,3,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,E               ,F               ,0,No Deposit     ,241,       NULL,0,Transient,57.74,0,1,Check-Out,2017-01-28
0,42,2017,January,1,1,2,5,2,0,0,HB       ,GBR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,175,       NULL,0,Transient,78.23,0,1,Check-Out,2017-01-08
0,10,2016,January,5,28,2,3,1,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,115,       NULL,0,Transient,22.5,0,0,Check-Out,2016-02-02
0,36,2016,June,25,12,3,5,2,0,0,BB       ,IRL,Direct,Direct,0,0,0,C               ,C               ,0,No Deposit     ,       NULL,       NULL,0,Transient,149.6,0,0,Check-Out,2016-06-20
0,49,2016,May,22,25,0,1,2,0,0,BB       ,USA,Offline TA/TO,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,360,       NULL,0,Transient-Party,105,0,1,Check-Out,2016-05-26
0,26,2017,March,13,31,0,2,1,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,63,0,1,Check-Out,2017-04-02
0,112,2016,February,7,12,0,2,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,134,       NULL,0,Transient-Party,70,0,0,Check-Out,2016-02-14
0,277,2015,October,41,6,2,5,2,0,0,HB       ,GBR,Groups,Direct,0,0,0,D               ,E               ,0,No Deposit     ,273,       NULL,0,Transient-Party,68.74,0,0,Check-Out,2015-10-13
0,1,2017,February,5,1,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,E               ,E               ,2,No Deposit     ,       NULL,       NULL,0,Transient,72,1,0,Check-Out,2017-02-02
1,38,2017,July,28,12,0,4,2,0,0,BB       ,ROU,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,240,       NULL,0,Transient,207.5,0,1,Canceled,2017-06-07
1,74,2017,February,7,18,1,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,498,0,Transient-Party,40,0,0,Canceled,2017-02-01
1,96,2016,April,17,19,2,5,2,0,0,HB       ,PRT,Groups,Direct,0,0,0,D               ,D               ,0,Non Refund     ,273,       NULL,0,Transient,50.85,0,0,Canceled,2016-03-18
1,85,2016,April,15,7,0,3,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,67,       NULL,0,Transient-Party,64,0,0,Canceled,2016-01-18
1,1,2017,June,22,1,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,90,0,0,Canceled,2017-05-31
1,249,2017,April,15,14,2,5,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,59.79,0,0,Canceled,2016-08-09
0,105,2015,November,47,18,2,4,2,0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,313,       NULL,65,Transient-Party,69,0,0,Check-Out,2015-11-24
1,323,2017,June,22,3,2,5,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,       NULL,0,Transient,72,0,0,Canceled,2016-07-21
0,2,2017,June,26,29,0,1,1,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,       NULL,0,Transient,65,1,0,Check-Out,2017-06-30
0,90,2016,October,44,29,2,2,1,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,240,       NULL,0,Transient,49.9,1,1,Check-Out,2016-11-02
0,234,2016,October,44,23,2,5,2,0,0,HB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,243,       NULL,0,Contract,37.4,0,2,Check-Out,2016-10-30
