IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ReservationStatusDate
1,223,2016,August,36,30,0,4,2,0,0,BB       ,EST,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,90.95,0,2,Canceled,2016-02-06
1,50,2016,November,47,18,1,2,2,0,0,BB       ,BEL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,93.6,0,2,Canceled,2016-10-09
1,328,2015,September,37,10,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Contract,62,0,0,Canceled,2015-01-01
0,140,2017,August,33,13,4,5,2,0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,83,       NULL,0,Transient,90,0,0,Check-Out,2017-08-22
0,20,2017,June,22,1,0,3,2,2,0,BB       ,ESP,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Transient,243.33,0,1,Check-Out,2017-06-04
0,0,2016,November,46,7,1,1,2,0,0,BB       ,PRT,Corporate,Corporate,1,0,1,A               ,A               ,0,No Deposit     ,       NULL,40,0,Transient,75,0,0,Check-Out,2016-11-09
0,7,2016,May,23,29,2,3,3,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,141.95,0,2,Check-Out,2016-06-03
0,83,2015,September,39,23,0,2,2,0,0,BB       ,ESP,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,2015-09-25
1,199,2015,August,33,10,1,5,2,0,0,BB       ,PRT,Online TA,TA/TO,0,1,0,A               ,A               ,1,No Deposit     ,9,       NULL,0,Transient,76.5,0,2,Canceled,2015-03-10
0,40,2016,November,48,26,1,1,2,0,0,BB       ,GBR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,168,       NULL,0,Transient,72,0,0,Check-Out,2016-11-28
1,240,2017,May,21,23,0,4,2,0,0,SC       ,CN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,107.1,0,2,Canceled,2017-05-14
0,219,2015,September,36,4,1,2,1,0,0,BB       ,SWE,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,3,       NULL,0,Transient-Party,76.67,0,0,Check-Out,2015-09-07
0,6,2016,February,8,16,0,2,1,0,0,BB       ,ESP,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,79,0,1,Check-Out,2016-02-18
0,32,2016,February,6,6,0,1,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,69.5,0,0,Check-Out,2016-02-07
1,207,2016,July,29,11,1,5,2,0,0,BB       ,FRA,Direct,Direct,0,0,0,A               ,A               ,2,No Deposit     ,14,       NULL,0,Transient,80.75,0,0,Canceled,2016-02-29
1,279,2016,October,42,12,0,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,98,       NULL,0,Transient,110,0,0,Canceled,2016-05-05
0,12,2015,July,29,18,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,2015-07-22
0,178,2016,August,35,25,0,1,3,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,B               ,0,No Deposit     ,9,       NULL,0,Transient,128.7,0,0,Check-Out,2016-08-26
0,135,2015,September,38,14,1,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,90,0,0,Check-Out,2015-09-17
1,386,2016,July,31,28,0,1,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,59,0,0,Canceled,2015-10-21
0,92,2016,June,23,1,0,4,2,1,0,BB       ,ITA,Online TA,TA/TO,0,0,0,F               ,F               ,2,No Deposit     ,9,       NULL,0,Transient-Party,187.85,0,1,Check-Out,2016-06-05
1,213,2016,June,24,7,0,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,19,       NULL,62,Transient,130,0,0,Canceled,2016-01-08
1,235,2015,September,38,18,2,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,1,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient-Party,89.25,0,2,Canceled,2015-06-09
0,1,2016,April,14,1,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,40,0,Transient-Party,65,0,0,Check-Out,2016-04-02
0,73,2016,July,29,14,0,3,2,0,0,BB       ,USA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,138,       NULL,0,Transient,85,0,0,Check-Out,2016-07-17
1,56,2017,February,5,1,0,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,29,       NULL,0,Transient,60,0,0,Canceled,2016-12-07
0,4,2016,June,27,26,1,0,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,109,0,1,Check-Out,2016-06-27
0,377,2016,October,42,14,0,2,2,0,0,HB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,115,0,1,Check-Out,2016-10-16
1,55,2015,August,35,26,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,2015-08-24
1,158,2016,May,22,24,0,2,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,37,       NULL,31,Transient,130,0,0,Canceled,2016-01-18
0,2,2016,March,11,9,0,1,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,72,0,Transient-Party,40,0,1,Check-Out,2016-03-10
1,120,2017,May,19,11,0,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,28,       NULL,0,Transient,89.1,0,0,No-Show,2017-05-11
1,112,2017,April,14,4,0,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,385,0,Transient,95,0,0,Canceled,2017-01-20
0,2,2016,November,47,13,2,2,2,0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,80.75,0,2,Check-Out,2016-11-17
1,288,2016,April,17,21,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,2015-10-21
0,16,2016,December,50,8,0,3,2,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,40,0,Transient,75,0,0,Check-Out,2016-12-11
1,139,2017,June,24,12,1,1,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,20,       NULL,0,Transient,110,0,0,Canceled,2017-01-24
0,39,2016,July,31,29,0,1,2,2,0,BB       ,DEU,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Transient,216.9,0,2,Check-Out,2016-07-30
1,75,2015,September,38,19,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Canceled,2015-09-09
0,348,2017,February,8,24,2,3,1,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,D               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,90.1,0,1,Check-Out,2017-03-01
0,83,2016,October,45,31,1,4,2,1,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,106.38,0,1,Check-Out,2016-11-05
0,0,2017,August,35,27,1,0,2,0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,75.24,0,1,Check-Out,2017-08-28
0,55,2016,April,15,6,0,1,1,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,A               ,1,No Deposit     ,56,       NULL,0,Transient-Party,92,0,0,Check-Out,2016-04-07
1,451,2017,July,28,12,0,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,229,       NULL,0,Transient-Party,90,0,0,Canceled,2017-06-07
0,47,2016,August,35,22,1,3,2,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,138,       NULL,0,Transient,85,0,0,Check-Out,2016-08-26
0,62,2016,March,10,4,2,2,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,58.94,0,1,Check-Out,2016-03-08
1,188,2016,June,25,15,0,2,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,119,       NULL,39,Transient,130,0,0,Canceled,2016-01-18
0,9,2017,May,20,15,1,4,2,0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,7,       NULL,0,Transient,129.2,0,2,Check-Out,2017-05-20
1,39,2016,May,21,21,2,1,2,0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,126.9,0,0,Canceled,2016-05-18
0,1,2016,June,23,2,0,3,2,0,0,BB       ,AGO,Online TA,Corporate,0,0,0,A               ,D               ,0,No Deposit     ,       NULL,263,0,Transient,120,0,1,Check-Out,2016-06-05
0,97,2015,October,41,7,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,0,0,0,Check-Out,2015-10-09
1,180,2016,April,16,13,0,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,21,       NULL,38,Transient,125,0,0,Canceled,2015-11-23
1,72,2015,December,53,27,2,0,2,0,0,HB       ,PRT,Groups,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,90,0,0,Canceled,2015-11-11
0,1,2016,March,11,8,0,2,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient-Party,103,0,0,Check-Out,2016-03-10
0,335,2016,October,42,13,1,3,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,2,No Deposit     ,56,       NULL,0,Transient-Party,90,0,1,Check-Out,2016-10-17
0,0,2017,August,33,19,0,1,2,0,1,BB       ,ESP,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,169,0,0,Check-Out,2017-08-20
0,61,2016,May,20,13,1,2,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,121.5,0,2,Check-Out,2016-05-16
0,29,2017,January,3,18,0,3,1,0,0,BB       ,FIN,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,171,       NULL,0,Transient-Party,65,0,0,Check-Out,2017-01-21
1,195,2017,June,25,22,1,3,2,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,10,       NULL,0,Transient,99,0,0,Canceled,2017-01-12
0,35,2017,March,10,9,2,4,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,7,       NULL,0,Transient,73.37,0,0,Check-Out,2017-03-15
1,41,2016,February,7,12,1,2,2,0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,67.5,0,1,Canceled,2016-02-04
0,4,2016,February,8,19,0,1,1,0,0,BB       ,PRT,Corporate,TA/TO,0,0,0,A               ,E               ,1,No Deposit     ,       NULL,67,0,Transient,81,0,0,Check-Out,2016-02-20
0,152,2017,February,7,13,1,4,2,0,0,SC       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,54.71,0,2,Check-Out,2017-02-18
0,143,2017,August,31,1,2,7,2,1,0,BB       ,ISR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,148.5,0,0,Check-Out,2017-08-10
1,79,2016,November,49,30,0,4,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,3,No Deposit     ,9,       NULL,0,Transient,88.4,0,2,Canceled,2016-10-12
0,0,2016,May,20,11,0,2,1,0,0,BB       ,PRT,Direct,TA/TO,1,0,1,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,131,0,0,Check-Out,2016-05-13
1,55,2015,September,37,6,2,0,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,75,0,0,Canceled,2015-09-05
1,54,2017,January,3,18,0,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,171,       NULL,0,Transient,65,0,0,Canceled,2016-11-25
0,8,2016,February,6,3,1,4,2,0,0,BB       ,DEU,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,138,       NULL,0,Transient,65.58,0,0,Check-Out,2016-02-08
1,173,2017,June,24,11,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,       NULL,0,Transient,140,0,0,Canceled,2016-12-20
0,141,2016,September,39,23,0,2,2,1,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,D               ,3,No Deposit     ,9,       NULL,0,Transient,147.6,0,1,Check-Out,2016-09-25
0,8,2016,November,45,4,2,5,2,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,113.6,0,1,Check-Out,2016-11-11
1,64,2016,October,42,15,0,1,2,0,0,BB       ,PRT,Complementary,Corporate,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,45,0,Transient,0,0,1,Canceled,2016-10-14
0,4,2017,January,1,3,1,5,2,0,0,SC       ,CHE,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,53.83,0,1,Check-Out,2017-01-09
0,21,2017,August,32,7,1,0,3,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,230,0,1,Check-Out,2017-08-08
0,56,2016,June,26,20,1,2,2,0,0,BB       ,NLD,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,99.9,0,2,Check-Out,2016-06-23
1,86,2016,November,46,6,2,2,1,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,8,       NULL,0,Transient,146.6,0,1,Canceled,2016-11-01
1,358,2016,June,27,30,0,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,62,0,0,Canceled,2015-10-21
1,143,2017,May,18,4,0,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,151,       NULL,0,Transient,100,0,0,Canceled,2016-12-12
1,61,2016,May,19,7,2,1,3,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,159.3,0,0,Canceled,2016-04-27
0,12,2015,July,29,18,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,1,       NULL,0,Transient-Party,62,0,0,Check-Out,2015-07-22
1,44,2015,September,37,10,0,2,2,0,0,HB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,41,       NULL,0,Transient,126,0,0,Canceled,2015-08-17
1,38,2016,May,20,10,0,3,3,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,159.3,0,0,Canceled,2016-04-30
1,97,2017,March,10,6,1,1,2,0,0,SC       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,79.2,0,0,Canceled,2016-12-04
1,106,2016,May,21,21,2,2,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,120.28,0,0,Canceled,2016-02-05
0,72,2015,October,44,28,0,3,2,0,0,BB       ,ISR,Groups,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,37,       NULL,58,Transient-Party,85.67,0,0,Check-Out,2015-10-31
0,1,2016,April,18,27,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,1,0,4,A               ,A               ,0,No Deposit     ,       NULL,219,0,Transient,89,0,1,Check-Out,2016-04-28
0,15,2017,February,7,14,0,2,1,0,0,BB       ,DEU,Online TA,GDS,0,0,0,A               ,A               ,0,No Deposit     ,195,       NULL,0,Transient,98,0,0,Check-Out,2017-02-16
1,6,2017,May,21,23,0,1,1,0,0,SC       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,10,       NULL,0,Transient,95,0,0,Canceled,2017-05-17
1,213,2016,June,24,7,0,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,19,       NULL,62,Transient,130,0,0,Canceled,2016-01-08
1,179,2016,August,35,25,0,3,2,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,B               ,B               ,1,No Deposit     ,9,       NULL,0,Transient,88.76,0,0,Canceled,2016-03-12
0,23,2016,January,3,11,1,0,1,0,0,SC       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,11,       NULL,0,Transient,61,0,0,Check-Out,2016-01-12
1,301,2016,July,31,30,1,1,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,109,0,0,Canceled,2016-07-26
1,16,2017,April,14,5,0,2,2,0,0,BB       ,ISR,Online TA,TA/TO,0,0,0,E               ,E               ,0,No Deposit     ,9,       NULL,0,Transient,174,0,0,Canceled,2017-03-22
1,27,2016,April,18,24,2,0,3,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,153,0,2,Canceled,2016-04-18
0,85,2016,December,49,3,1,1,1,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,4,No Deposit     ,9,       NULL,0,Transient,98,0,0,Check-Out,2016-12-05
1,15,2016,February,7,12,0,2,2,0,0,SC       ,AUS,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,79,0,0,Canceled,2016-01-28
0,34,2016,October,44,26,0,3,2,1,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,28,       NULL,0,Transient,100,0,0,Check-Out,2016-10-29
1,23,2016,November,47,17,0,2,2,0,0,SC       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,88,0,2,Canceled,2016-11-03
1,38,2017,January,2,14,0,1,1,0,0,BB       ,PRT,Corporate,Corporate,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,67,0,Transient,75,0,0,Canceled,2016-12-07
0,14,2017,June,26,30,2,2,2,0,0,BB       ,GBR,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,180,0,1,Check-Out,2017-07-04
0,30,2016,October,41,7,2,3,2,0,0,BB       ,ESP,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,14,       NULL,0,Transient,164.13,1,1,Check-Out,2016-10-12
0,44,2016,September,37,7,0,1,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,98.1,0,1,Check-Out,2016-09-08
0,104,2017,June,22,2,1,2,2,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,8,       NULL,0,Transient,144,0,0,Check-Out,2017-06-05
0,98,2016,May,19,3,0,4,2,0,0,SC       ,GBR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,109.65,0,2,Check-Out,2016-05-07
1,190,2016,October,44,26,0,4,2,0,0,BB       ,HUN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,96.3,0,0,Canceled,2016-04-26
0,93,2016,May,20,12,2,3,3,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,B               ,1,No Deposit     ,9,       NULL,0,Transient,150.45,0,3,Check-Out,2016-05-17
1,305,2016,November,45,4,1,2,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,21,       NULL,0,Transient,89,0,0,Canceled,2016-02-01
1,37,2017,March,9,2,2,3,2,0,0,BB       ,CHE,Online TA,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,9,       NULL,0,Transient,100.3,0,0,Canceled,2017-01-24
0,18,2016,February,7,12,1,2,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,28,       NULL,0,Transient,64,0,0,Check-Out,2016-02-15
0,99,2016,December,53,31,2,1,2,0,0,BB       ,FRA,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,28,       NULL,0,Transient,150.67,0,1,Check-Out,2017-01-03
1,165,2017,May,20,19,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,       NULL,       NULL,0,Transient,225,0,0,Canceled,2017-01-12
0,219,2015,September,36,4,1,2,1,0,0,BB       ,SWE,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,3,       NULL,0,Transient-Party,76.67,0,0,Check-Out,2015-09-07
0,8,2016,January,4,19,0,5,2,0,0,SC       ,ROU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,79.4,0,1,Check-Out,2016-01-24
0,7,2017,April,15,11,0,3,2,2,0,BB       ,ROU,Online TA,TA/TO,0,0,0,F               ,F               ,0,No Deposit     ,9,       NULL,0,Transient,260,0,0,Check-Out,2017-04-14
1,178,2016,April,18,28,0,3,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,1,0,A               ,A               ,0,Non Refund     ,19,       NULL,46,Transient,110,0,0,Canceled,2015-12-18
1,115,2016,November,47,18,0,2,2,0,0,BB       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,90,0,1,Canceled,2016-10-24
0,1,2015,August,33,11,0,1,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,124,0,0,Check-Out,2015-08-12
0,18,2015,September,36,2,0,3,2,0,0,BB       ,ITA,Online TA,TA/TO,0,0,0,A               ,A               ,3,No Deposit     ,7,       NULL,0,Transient,12,0,2,Check-Out,2015-09-05
1,163,2016,June,24,5,2,2,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,171,       NULL,0,Transient,100,0,0,Canceled,2016-01-26
1,39,2015,August,33,14,0,2,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
0,30,2016,August,36,31,0,1,1,0,0,BB       ,FRA,Online TA,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,10,       NULL,0,Transient,94.2,0,0,Check-Out,2016-09-01
0,14,2016,June,24,8,0,4,1,0,0,BB       ,USA,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,157,       NULL,0,Transient,110.8,0,1,Check-Out,2016-06-12
0,12,2015,October,43,18,2,2,2,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,22,       NULL,0,Transient,85,0,0,Check-Out,2015-10-22
0,1,2017,May,21,24,0,1,2,0,0,SC       ,DEU,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,160,0,0,Check-Out,2017-05-25
0,48,2016,September,38,14,0,2,2,0,0,BB       ,ESP,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,281,       NULL,0,Transient-Party,130,0,0,Check-Out,2016-09-16
1,183,2017,June,23,8,0,2,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,86,       NULL,0,Transient,120,0,0,Canceled,2016-12-07
0,58,2016,June,24,10,1,2,3,0,0,BB       ,ESP,Online TA,TA/TO,0,0,0,D               ,D               ,2,No Deposit     ,9,       NULL,0,Transient,158.53,0,2,Check-Out,2016-06-13
0,99,2017,May,20,17,0,3,2,0,0,BB       ,ISR,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,85,       NULL,0,Transient,89.1,0,0,Check-Out,2017-05-20
1,37,2015,September,39,21,1,3,2,0,0,BB       ,PRT,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,145.8,0,2,Canceled,2015-09-10
1,59,2017,January,4,23,1,1,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,326,       NULL,0,Transient,80,0,0,Canceled,2016-11-25
0,98,2016,July,28,3,2,1,2,0,0,BB       ,IRL,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,114.3,0,2,Check-Out,2016-07-06
0,11,2017,July,30,28,0,2,2,0,0,BB       ,PRT,Direct,Direct,0,0,0,D               ,D               ,0,No Deposit     ,       NULL,       NULL,0,Transient,154,0,1,Check-Out,2017-07-30
0,23,2017,May,19,13,2,1,2,0,0,BB       ,USA,Direct,Direct,0,0,0,A               ,A               ,0,No Deposit     ,14,       NULL,0,Transient,138,0,0,Check-Out,2017-05-16
1,309,2016,May,20,13,1,2,2,0,0,HB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,3,       NULL,215,Transient-Party,101,0,0,Canceled,2016-02-09
1,6,2015,September,39,20,2,0,2,0,0,BB       ,PRT,Corporate,Corporate,0,1,0,A               ,A               ,0,Non Refund     ,78,       NULL,0,Transient,100,0,0,Canceled,2015-09-15
